VisitID,KundID,Datum,Tid,År,Vecka,Besökstyp,PassID
V0000035,K0295,2024-01-15,07:00,2024,3,PASS,P01
V0000036,K0419,2024-01-15,07:00,2024,3,PASS,P01
V0000037,K0217,2024-01-15,07:00,2024,3,PASS,P01
V0000038,K0310,2024-01-15,07:00,2024,3,PASS,P01
V0000039,K0487,2024-01-15,07:00,2024,3,PASS,P01
V0000040,K0136,2024-01-15,07:00,2024,3,PASS,P01
V0000041,K0118,2024-01-15,07:00,2024,3,PASS,P01
V0000042,K0545,2024-01-15,07:00,2024,3,PASS,P01
V0000043,K0124,2024-01-15,07:00,2024,3,PASS,P01
V0000044,K0498,2024-01-15,07:00,2024,3,PASS,P01
V0000045,K0493,2024-01-15,07:00,2024,3,PASS,P01
V0000046,K0393,2024-01-15,07:00,2024,3,PASS,P01
V0000047,K0067,2024-01-15,07:00,2024,3,PASS,P01
V0000048,K0686,2024-01-15,07:00,2024,3,PASS,P01
V0000049,K0064,2024-01-22,07:00,2024,4,PASS,P01
V0000050,K0895,2024-01-22,07:00,2024,4,PASS,P01
V0000051,K0302,2024-01-22,07:00,2024,4,PASS,P01
V0000052,K0088,2024-01-22,07:00,2024,4,PASS,P01
V0000053,K0449,2024-01-22,07:00,2024,4,PASS,P01
V0000054,K0275,2024-01-22,07:00,2024,4,PASS,P01
V0000055,K0750,2024-01-22,07:00,2024,4,PASS,P01
V0000056,K0527,2024-01-22,07:00,2024,4,PASS,P01
V0000057,K0502,2024-01-22,07:00,2024,4,PASS,P01
V0000058,K0896,2024-01-22,07:00,2024,4,PASS,P01
V0000059,K0278,2024-01-22,07:00,2024,4,PASS,P01
V0000060,K0096,2024-01-22,07:00,2024,4,PASS,P01
V0000061,K0067,2024-01-22,07:00,2024,4,PASS,P01
V0000062,K0347,2024-01-22,07:00,2024,4,PASS,P01
V0000063,K0433,2024-01-22,07:00,2024,4,PASS,P01
V0000064,K0102,2024-01-22,07:00,2024,4,PASS,P01
V0000065,K0222,2024-01-29,07:00,2024,5,PASS,P01
V0000066,K0889,2024-01-29,07:00,2024,5,PASS,P01
V0000067,K0040,2024-01-29,07:00,2024,5,PASS,P01
V0000068,K0437,2024-01-29,07:00,2024,5,PASS,P01
V0000069,K0258,2024-01-29,07:00,2024,5,PASS,P01
V0000070,K0333,2024-01-29,07:00,2024,5,PASS,P01
V0000071,K0527,2024-01-29,07:00,2024,5,PASS,P01
V0000072,K0750,2024-01-29,07:00,2024,5,PASS,P01
V0000073,K0299,2024-01-29,07:00,2024,5,PASS,P01
V0000074,K0228,2024-01-29,07:00,2024,5,PASS,P01
V0000075,K0520,2024-01-29,07:00,2024,5,PASS,P01
V0000076,K0496,2024-01-29,07:00,2024,5,PASS,P01
V0000077,K0307,2024-01-29,07:00,2024,5,PASS,P01
V0000078,K0395,2024-01-29,07:00,2024,5,PASS,P01
V0000079,K0098,2024-01-29,07:00,2024,5,PASS,P01
V0000080,K0237,2024-01-29,07:00,2024,5,PASS,P01
V0000081,K0834,2024-01-29,07:00,2024,5,PASS,P01
V0000082,K0363,2024-01-29,07:00,2024,5,PASS,P01
V0000083,K0333,2024-02-05,07:00,2024,6,PASS,P01
V0000084,K0302,2024-02-05,07:00,2024,6,PASS,P01
V0000085,K0258,2024-02-05,07:00,2024,6,PASS,P01
V0000086,K0891,2024-02-05,07:00,2024,6,PASS,P01
V0000087,K0527,2024-02-05,07:00,2024,6,PASS,P01
V0000088,K0574,2024-02-05,07:00,2024,6,PASS,P01
V0000089,K0449,2024-02-05,07:00,2024,6,PASS,P01
V0000090,K0310,2024-02-05,07:00,2024,6,PASS,P01
V0000091,K0473,2024-02-05,07:00,2024,6,PASS,P01
V0000092,K0082,2024-02-05,07:00,2024,6,PASS,P01
V0000093,K0335,2024-02-05,07:00,2024,6,PASS,P01
V0000094,K0047,2024-02-05,07:00,2024,6,PASS,P01
V0000095,K0458,2024-02-05,07:00,2024,6,PASS,P01
V0000096,K0324,2024-02-12,07:00,2024,7,PASS,P01
V0000097,K0030,2024-02-12,07:00,2024,7,PASS,P01
V0000098,K0195,2024-02-12,07:00,2024,7,PASS,P01
V0000099,K0940,2024-02-12,07:00,2024,7,PASS,P01
V0000100,K0895,2024-02-12,07:00,2024,7,PASS,P01
V0000101,K0483,2024-02-12,07:00,2024,7,PASS,P01
V0000102,K0458,2024-02-12,07:00,2024,7,PASS,P01
V0000103,K0307,2024-02-12,07:00,2024,7,PASS,P01
V0000104,K0740,2024-02-12,07:00,2024,7,PASS,P01
V0000105,K0563,2024-02-12,07:00,2024,7,PASS,P01
V0000106,K0668,2024-02-12,07:00,2024,7,PASS,P01
V0000107,K0194,2024-02-12,07:00,2024,7,PASS,P01
V0000108,K0381,2024-02-12,07:00,2024,7,PASS,P01
V0000109,K0181,2024-02-12,07:00,2024,7,PASS,P01
V0000110,K0363,2024-02-12,07:00,2024,7,PASS,P01
V0000111,K0625,2024-02-19,07:00,2024,8,PASS,P01
V0000112,K0609,2024-02-19,07:00,2024,8,PASS,P01
V0000113,K0254,2024-02-19,07:00,2024,8,PASS,P01
V0000114,K0608,2024-02-19,07:00,2024,8,PASS,P01
V0000115,K0515,2024-02-19,07:00,2024,8,PASS,P01
V0000116,K0626,2024-02-19,07:00,2024,8,PASS,P01
V0000117,K0896,2024-02-19,07:00,2024,8,PASS,P01
V0000118,K0566,2024-02-19,07:00,2024,8,PASS,P01
V0000119,K0498,2024-02-19,07:00,2024,8,PASS,P01
V0000120,K0310,2024-02-19,07:00,2024,8,PASS,P01
V0000121,K0181,2024-02-19,07:00,2024,8,PASS,P01
V0000122,K0753,2024-02-19,07:00,2024,8,PASS,P01
V0000123,K0737,2024-02-19,07:00,2024,8,PASS,P01
V0000124,K0109,2024-02-19,07:00,2024,8,PASS,P01
V0000125,K0067,2024-02-19,07:00,2024,8,PASS,P01
V0000126,K0145,2024-02-19,07:00,2024,8,PASS,P01
V0000127,K0216,2024-02-19,07:00,2024,8,PASS,P01
V0000128,K0110,2024-02-26,07:00,2024,9,PASS,P01
V0000129,K0839,2024-02-26,07:00,2024,9,PASS,P01
V0000130,K0567,2024-02-26,07:00,2024,9,PASS,P01
V0000131,K0321,2024-02-26,07:00,2024,9,PASS,P01
V0000132,K0516,2024-02-26,07:00,2024,9,PASS,P01
V0000133,K0080,2024-02-26,07:00,2024,9,PASS,P01
V0000134,K0302,2024-02-26,07:00,2024,9,PASS,P01
V0000135,K0528,2024-02-26,07:00,2024,9,PASS,P01
V0000136,K0934,2024-02-26,07:00,2024,9,PASS,P01
V0000137,K0686,2024-02-26,07:00,2024,9,PASS,P01
V0000138,K0816,2024-02-26,07:00,2024,9,PASS,P01
V0000139,K0364,2024-02-26,07:00,2024,9,PASS,P01
V0000140,K0857,2024-02-26,07:00,2024,9,PASS,P01
V0000141,K0014,2024-02-26,07:00,2024,9,PASS,P01
V0000142,K0147,2024-02-26,07:00,2024,9,PASS,P01
V0000143,K0827,2024-02-26,07:00,2024,9,PASS,P01
V0000144,K0393,2024-02-26,07:00,2024,9,PASS,P01
V0000145,K0701,2024-03-04,07:00,2024,10,PASS,P01
V0000146,K0380,2024-03-04,07:00,2024,10,PASS,P01
V0000147,K0059,2024-03-04,07:00,2024,10,PASS,P01
V0000148,K0483,2024-03-04,07:00,2024,10,PASS,P01
V0000149,K0750,2024-03-04,07:00,2024,10,PASS,P01
V0000150,K0279,2024-03-04,07:00,2024,10,PASS,P01
V0000151,K0828,2024-03-04,07:00,2024,10,PASS,P01
V0000152,K0004,2024-03-04,07:00,2024,10,PASS,P01
V0000153,K0370,2024-03-04,07:00,2024,10,PASS,P01
V0000154,K0737,2024-03-04,07:00,2024,10,PASS,P01
V0000155,K0237,2024-03-04,07:00,2024,10,PASS,P01
V0000156,K0740,2024-03-04,07:00,2024,10,PASS,P01
V0000157,K0136,2024-03-04,07:00,2024,10,PASS,P01
V0000158,K0433,2024-03-04,07:00,2024,10,PASS,P01
V0000159,K0934,2024-03-04,07:00,2024,10,PASS,P01
V0000160,K0276,2024-03-04,07:00,2024,10,PASS,P01
V0000161,K0214,2024-03-04,07:00,2024,10,PASS,P01
V0000162,K0502,2024-03-04,07:00,2024,10,PASS,P01
V0000163,K0110,2024-03-11,07:00,2024,11,PASS,P01
V0000164,K0609,2024-03-11,07:00,2024,11,PASS,P01
V0000165,K0818,2024-03-11,07:00,2024,11,PASS,P01
V0000166,K0940,2024-03-11,07:00,2024,11,PASS,P01
V0000167,K0022,2024-03-11,07:00,2024,11,PASS,P01
V0000168,K0527,2024-03-11,07:00,2024,11,PASS,P01
V0000169,K0895,2024-03-11,07:00,2024,11,PASS,P01
V0000170,K0020,2024-03-11,07:00,2024,11,PASS,P01
V0000171,K0145,2024-03-11,07:00,2024,11,PASS,P01
V0000172,K0496,2024-03-11,07:00,2024,11,PASS,P01
V0000173,K0443,2024-03-11,07:00,2024,11,PASS,P01
V0000174,K0348,2024-03-11,07:00,2024,11,PASS,P01
V0000175,K0082,2024-03-11,07:00,2024,11,PASS,P01
V0000176,K0858,2024-03-11,07:00,2024,11,PASS,P01
V0000177,K0100,2024-03-11,07:00,2024,11,PASS,P01
V0000178,K0102,2024-03-11,07:00,2024,11,PASS,P01
V0000179,K0707,2024-03-11,07:00,2024,11,PASS,P01
V0000180,K0094,2024-03-11,07:00,2024,11,PASS,P01
V0000181,K0605,2024-03-18,07:00,2024,12,PASS,P01
V0000182,K0809,2024-03-18,07:00,2024,12,PASS,P01
V0000183,K0066,2024-03-18,07:00,2024,12,PASS,P01
V0000184,K0245,2024-03-18,07:00,2024,12,PASS,P01
V0000185,K0881,2024-03-18,07:00,2024,12,PASS,P01
V0000186,K0283,2024-03-18,07:00,2024,12,PASS,P01
V0000187,K0353,2024-03-18,07:00,2024,12,PASS,P01
V0000188,K0783,2024-03-18,07:00,2024,12,PASS,P01
V0000189,K0934,2024-03-18,07:00,2024,12,PASS,P01
V0000190,K0611,2024-03-18,07:00,2024,12,PASS,P01
V0000191,K0300,2024-03-18,07:00,2024,12,PASS,P01
V0000192,K0816,2024-03-18,07:00,2024,12,PASS,P01
V0000193,K0278,2024-03-18,07:00,2024,12,PASS,P01
V0000194,K0444,2024-03-18,07:00,2024,12,PASS,P01
V0000195,K0558,2024-03-18,07:00,2024,12,PASS,P01
V0000196,K0502,2024-03-18,07:00,2024,12,PASS,P01
V0000197,K0633,2024-03-18,07:00,2024,12,PASS,P01
V0000198,K0753,2024-03-18,07:00,2024,12,PASS,P01
V0000199,K0064,2024-03-25,07:00,2024,13,PASS,P01
V0000200,K0270,2024-03-25,07:00,2024,13,PASS,P01
V0000201,K0213,2024-03-25,07:00,2024,13,PASS,P01
V0000202,K0123,2024-03-25,07:00,2024,13,PASS,P01
V0000203,K0564,2024-03-25,07:00,2024,13,PASS,P01
V0000204,K0062,2024-03-25,07:00,2024,13,PASS,P01
V0000205,K0331,2024-03-25,07:00,2024,13,PASS,P01
V0000206,K0321,2024-03-25,07:00,2024,13,PASS,P01
V0000207,K0011,2024-03-25,07:00,2024,13,PASS,P01
V0000208,K0096,2024-03-25,07:00,2024,13,PASS,P01
V0000209,K0084,2024-03-25,07:00,2024,13,PASS,P01
V0000210,K0319,2024-03-25,07:00,2024,13,PASS,P01
V0000211,K0094,2024-03-25,07:00,2024,13,PASS,P01
V0000212,K0047,2024-03-25,07:00,2024,13,PASS,P01
V0000213,K0473,2024-03-25,07:00,2024,13,PASS,P01
V0000214,K0570,2024-04-01,07:00,2024,14,PASS,P01
V0000215,K0333,2024-04-01,07:00,2024,14,PASS,P01
V0000216,K0387,2024-04-01,07:00,2024,14,PASS,P01
V0000217,K0891,2024-04-01,07:00,2024,14,PASS,P01
V0000218,K0300,2024-04-01,07:00,2024,14,PASS,P01
V0000219,K0801,2024-04-01,07:00,2024,14,PASS,P01
V0000220,K0177,2024-04-01,07:00,2024,14,PASS,P01
V0000221,K0857,2024-04-01,07:00,2024,14,PASS,P01
V0000222,K0858,2024-04-01,07:00,2024,14,PASS,P01
V0000223,K0675,2024-04-01,07:00,2024,14,PASS,P01
V0000224,K0356,2024-04-01,07:00,2024,14,PASS,P01
V0000225,K0563,2024-04-01,07:00,2024,14,PASS,P01
V0000226,K0040,2024-04-08,07:00,2024,15,PASS,P01
V0000227,K0701,2024-04-08,07:00,2024,15,PASS,P01
V0000228,K0477,2024-04-08,07:00,2024,15,PASS,P01
V0000229,K0574,2024-04-08,07:00,2024,15,PASS,P01
V0000230,K0607,2024-04-08,07:00,2024,15,PASS,P01
V0000231,K0566,2024-04-08,07:00,2024,15,PASS,P01
V0000232,K0667,2024-04-08,07:00,2024,15,PASS,P01
V0000233,K0073,2024-04-08,07:00,2024,15,PASS,P01
V0000234,K0124,2024-04-08,07:00,2024,15,PASS,P01
V0000235,K0084,2024-04-08,07:00,2024,15,PASS,P01
V0000236,K0558,2024-04-08,07:00,2024,15,PASS,P01
V0000237,K0478,2024-04-08,07:00,2024,15,PASS,P01
V0000238,K0136,2024-04-08,07:00,2024,15,PASS,P01
V0000239,K0163,2024-04-15,07:00,2024,16,PASS,P01
V0000240,K0604,2024-04-15,07:00,2024,16,PASS,P01
V0000241,K0485,2024-04-15,07:00,2024,16,PASS,P01
V0000242,K0254,2024-04-15,07:00,2024,16,PASS,P01
V0000243,K0720,2024-04-15,07:00,2024,16,PASS,P01
V0000244,K0240,2024-04-15,07:00,2024,16,PASS,P01
V0000245,K0398,2024-04-15,07:00,2024,16,PASS,P01
V0000246,K0665,2024-04-15,07:00,2024,16,PASS,P01
V0000247,K0358,2024-04-15,07:00,2024,16,PASS,P01
V0000248,K0098,2024-04-15,07:00,2024,16,PASS,P01
V0000249,K0633,2024-04-15,07:00,2024,16,PASS,P01
V0000250,K0816,2024-04-15,07:00,2024,16,PASS,P01
V0000251,K0124,2024-04-15,07:00,2024,16,PASS,P01
V0000252,K0031,2024-04-22,07:00,2024,17,PASS,P01
V0000253,K0190,2024-04-22,07:00,2024,17,PASS,P01
V0000254,K0333,2024-04-22,07:00,2024,17,PASS,P01
V0000255,K0162,2024-04-22,07:00,2024,17,PASS,P01
V0000256,K0312,2024-04-22,07:00,2024,17,PASS,P01
V0000257,K0339,2024-04-22,07:00,2024,17,PASS,P01
V0000258,K0700,2024-04-22,07:00,2024,17,PASS,P01
V0000259,K0300,2024-04-22,07:00,2024,17,PASS,P01
V0000260,K0545,2024-04-22,07:00,2024,17,PASS,P01
V0000261,K0084,2024-04-22,07:00,2024,17,PASS,P01
V0000262,K0219,2024-04-22,07:00,2024,17,PASS,P01
V0000263,K0505,2024-04-22,07:00,2024,17,PASS,P01
V0000264,K0411,2024-04-29,07:00,2024,18,PASS,P01
V0000265,K0284,2024-04-29,07:00,2024,18,PASS,P01
V0000266,K0911,2024-04-29,07:00,2024,18,PASS,P01
V0000267,K0809,2024-04-29,07:00,2024,18,PASS,P01
V0000268,K0495,2024-04-29,07:00,2024,18,PASS,P01
V0000269,K0449,2024-04-29,07:00,2024,18,PASS,P01
V0000270,K0720,2024-04-29,07:00,2024,18,PASS,P01
V0000271,K0891,2024-04-29,07:00,2024,18,PASS,P01
V0000272,K0214,2024-04-29,07:00,2024,18,PASS,P01
V0000273,K0259,2024-04-29,07:00,2024,18,PASS,P01
V0000274,K0430,2024-04-29,07:00,2024,18,PASS,P01
V0000275,K0307,2024-04-29,07:00,2024,18,PASS,P01
V0000276,K0625,2024-05-06,07:00,2024,19,PASS,P01
V0000277,K0771,2024-05-06,07:00,2024,19,PASS,P01
V0000278,K0111,2024-05-06,07:00,2024,19,PASS,P01
V0000279,K0443,2024-05-06,07:00,2024,19,PASS,P01
V0000280,K0082,2024-05-06,07:00,2024,19,PASS,P01
V0000281,K0067,2024-05-06,07:00,2024,19,PASS,P01
V0000282,K0860,2024-05-06,07:00,2024,19,PASS,P01
V0000283,K0675,2024-05-06,07:00,2024,19,PASS,P01
V0000284,K0723,2024-05-06,07:00,2024,19,PASS,P01
V0000285,K0765,2024-05-06,07:00,2024,19,PASS,P01
V0000286,K0216,2024-05-06,07:00,2024,19,PASS,P01
V0000287,K0737,2024-05-06,07:00,2024,19,PASS,P01
V0000288,K0851,2024-05-13,07:00,2024,20,PASS,P01
V0000289,K0133,2024-05-13,07:00,2024,20,PASS,P01
V0000290,K0030,2024-05-13,07:00,2024,20,PASS,P01
V0000291,K0123,2024-05-13,07:00,2024,20,PASS,P01
V0000292,K0333,2024-05-13,07:00,2024,20,PASS,P01
V0000293,K0635,2024-05-13,07:00,2024,20,PASS,P01
V0000294,K0161,2024-05-13,07:00,2024,20,PASS,P01
V0000295,K0841,2024-05-13,07:00,2024,20,PASS,P01
V0000296,K0356,2024-05-13,07:00,2024,20,PASS,P01
V0000297,K0858,2024-05-13,07:00,2024,20,PASS,P01
V0000298,K0882,2024-05-13,07:00,2024,20,PASS,P01
V0000299,K0057,2024-05-13,07:00,2024,20,PASS,P01
V0000300,K0033,2024-05-20,07:00,2024,21,PASS,P01
V0000301,K0650,2024-05-20,07:00,2024,21,PASS,P01
V0000302,K0910,2024-05-20,07:00,2024,21,PASS,P01
V0000303,K0516,2024-05-20,07:00,2024,21,PASS,P01
V0000304,K0353,2024-05-20,07:00,2024,21,PASS,P01
V0000305,K0312,2024-05-20,07:00,2024,21,PASS,P01
V0000306,K0443,2024-05-20,07:00,2024,21,PASS,P01
V0000307,K0347,2024-05-20,07:00,2024,21,PASS,P01
V0000308,K0366,2024-05-20,07:00,2024,21,PASS,P01
V0000309,K0528,2024-05-20,07:00,2024,21,PASS,P01
V0000310,K0177,2024-05-20,07:00,2024,21,PASS,P01
V0000311,K0430,2024-05-20,07:00,2024,21,PASS,P01
V0000312,K0659,2024-05-20,07:00,2024,21,PASS,P01
V0000313,K0096,2024-05-20,07:00,2024,21,PASS,P01
V0000314,K0014,2024-05-20,07:00,2024,21,PASS,P01
V0000315,K0834,2024-05-20,07:00,2024,21,PASS,P01
V0000316,K0132,2024-05-27,07:00,2024,22,PASS,P01
V0000317,K0320,2024-05-27,07:00,2024,22,PASS,P01
V0000318,K0891,2024-05-27,07:00,2024,22,PASS,P01
V0000319,K0353,2024-05-27,07:00,2024,22,PASS,P01
V0000320,K0245,2024-05-27,07:00,2024,22,PASS,P01
V0000321,K0763,2024-05-27,07:00,2024,22,PASS,P01
V0000322,K0484,2024-05-27,07:00,2024,22,PASS,P01
V0000323,K0094,2024-05-27,07:00,2024,22,PASS,P01
V0000324,K0348,2024-05-27,07:00,2024,22,PASS,P01
V0000325,K0496,2024-05-27,07:00,2024,22,PASS,P01
V0000326,K0398,2024-05-27,07:00,2024,22,PASS,P01
V0000327,K0216,2024-05-27,07:00,2024,22,PASS,P01
V0000328,K0838,2024-06-03,07:00,2024,23,PASS,P01
V0000329,K0599,2024-06-03,07:00,2024,23,PASS,P01
V0000330,K0483,2024-06-03,07:00,2024,23,PASS,P01
V0000331,K0895,2024-06-03,07:00,2024,23,PASS,P01
V0000332,K0031,2024-06-03,07:00,2024,23,PASS,P01
V0000333,K0212,2024-06-03,07:00,2024,23,PASS,P01
V0000334,K0254,2024-06-03,07:00,2024,23,PASS,P01
V0000335,K0364,2024-06-03,07:00,2024,23,PASS,P01
V0000336,K0145,2024-06-03,07:00,2024,23,PASS,P01
V0000337,K0134,2024-06-03,07:00,2024,23,PASS,P01
V0000338,K0801,2024-06-03,07:00,2024,23,PASS,P01
V0000339,K0202,2024-06-03,07:00,2024,23,PASS,P01
V0000340,K0370,2024-06-03,07:00,2024,23,PASS,P01
V0000341,K0393,2024-06-03,07:00,2024,23,PASS,P01
V0000342,K0882,2024-06-03,07:00,2024,23,PASS,P01
V0000343,K0751,2024-06-10,07:00,2024,24,PASS,P01
V0000344,K0349,2024-06-10,07:00,2024,24,PASS,P01
V0000345,K0312,2024-06-10,07:00,2024,24,PASS,P01
V0000346,K0353,2024-06-10,07:00,2024,24,PASS,P01
V0000347,K0861,2024-06-10,07:00,2024,24,PASS,P01
V0000348,K0686,2024-06-10,07:00,2024,24,PASS,P01
V0000349,K0356,2024-06-10,07:00,2024,24,PASS,P01
V0000350,K0073,2024-06-10,07:00,2024,24,PASS,P01
V0000351,K0106,2024-06-10,07:00,2024,24,PASS,P01
V0000352,K0566,2024-06-10,07:00,2024,24,PASS,P01
V0000353,K0381,2024-06-10,07:00,2024,24,PASS,P01
V0000354,K0058,2024-06-10,07:00,2024,24,PASS,P01
V0000355,K0004,2024-06-10,07:00,2024,24,PASS,P01
V0000356,K0782,2024-06-17,07:00,2024,25,PASS,P01
V0000357,K0064,2024-06-17,07:00,2024,25,PASS,P01
V0000358,K0654,2024-06-17,07:00,2024,25,PASS,P01
V0000359,K0353,2024-06-17,07:00,2024,25,PASS,P01
V0000360,K0279,2024-06-17,07:00,2024,25,PASS,P01
V0000361,K0617,2024-06-17,07:00,2024,25,PASS,P01
V0000362,K0801,2024-06-17,07:00,2024,25,PASS,P01
V0000363,K0579,2024-06-17,07:00,2024,25,PASS,P01
V0000364,K0816,2024-06-17,07:00,2024,25,PASS,P01
V0000365,K0014,2024-06-17,07:00,2024,25,PASS,P01
V0000366,K0136,2024-06-17,07:00,2024,25,PASS,P01
V0000367,K0096,2024-06-17,07:00,2024,25,PASS,P01
V0000368,K0194,2024-06-17,07:00,2024,25,PASS,P01
V0000369,K0783,2024-06-17,07:00,2024,25,PASS,P01
V0000370,K0838,2024-06-24,07:00,2024,26,PASS,P01
V0000371,K0382,2024-06-24,07:00,2024,26,PASS,P01
V0000372,K0622,2024-06-24,07:00,2024,26,PASS,P01
V0000373,K0604,2024-06-24,07:00,2024,26,PASS,P01
V0000374,K0069,2024-06-24,07:00,2024,26,PASS,P01
V0000375,K0689,2024-06-24,07:00,2024,26,PASS,P01
V0000376,K0245,2024-06-24,07:00,2024,26,PASS,P01
V0000377,K0087,2024-06-24,07:00,2024,26,PASS,P01
V0000378,K0430,2024-06-24,07:00,2024,26,PASS,P01
V0000379,K0491,2024-06-24,07:00,2024,26,PASS,P01
V0000380,K0057,2024-06-24,07:00,2024,26,PASS,P01
V0000381,K0484,2024-06-24,07:00,2024,26,PASS,P01
V0000382,K0710,2024-07-01,07:00,2024,27,PASS,P01
V0000383,K0218,2024-07-01,07:00,2024,27,PASS,P01
V0000384,K0695,2024-07-01,07:00,2024,27,PASS,P01
V0000385,K0042,2024-07-01,07:00,2024,27,PASS,P01
V0000386,K0357,2024-07-01,07:00,2024,27,PASS,P01
V0000387,K0635,2024-07-01,07:00,2024,27,PASS,P01
V0000388,K0258,2024-07-01,07:00,2024,27,PASS,P01
V0000389,K0331,2024-07-01,07:00,2024,27,PASS,P01
V0000390,K0275,2024-07-01,07:00,2024,27,PASS,P01
V0000391,K0234,2024-07-01,07:00,2024,27,PASS,P01
V0000392,K0528,2024-07-01,07:00,2024,27,PASS,P01
V0000393,K0039,2024-07-01,07:00,2024,27,PASS,P01
V0000394,K0453,2024-07-01,07:00,2024,27,PASS,P01
V0000395,K0908,2024-07-08,07:00,2024,28,PASS,P01
V0000396,K0437,2024-07-08,07:00,2024,28,PASS,P01
V0000397,K0809,2024-07-08,07:00,2024,28,PASS,P01
V0000398,K0695,2024-07-08,07:00,2024,28,PASS,P01
V0000399,K0333,2024-07-08,07:00,2024,28,PASS,P01
V0000400,K0353,2024-07-08,07:00,2024,28,PASS,P01
V0000401,K0275,2024-07-08,07:00,2024,28,PASS,P01
V0000402,K0201,2024-07-08,07:00,2024,28,PASS,P01
V0000403,K0581,2024-07-08,07:00,2024,28,PASS,P01
V0000404,K0080,2024-07-08,07:00,2024,28,PASS,P01
V0000405,K0750,2024-07-08,07:00,2024,28,PASS,P01
V0000406,K0305,2024-07-08,07:00,2024,28,PASS,P01
V0000407,K0276,2024-07-08,07:00,2024,28,PASS,P01
V0000408,K0624,2024-07-08,07:00,2024,28,PASS,P01
V0000409,K0469,2024-07-08,07:00,2024,28,PASS,P01
V0000410,K0424,2024-07-08,07:00,2024,28,PASS,P01
V0000411,K0308,2024-07-08,07:00,2024,28,PASS,P01
V0000412,K0307,2024-07-08,07:00,2024,28,PASS,P01
V0000413,K0691,2024-07-15,07:00,2024,29,PASS,P01
V0000414,K0298,2024-07-15,07:00,2024,29,PASS,P01
V0000415,K0628,2024-07-15,07:00,2024,29,PASS,P01
V0000416,K0444,2024-07-15,07:00,2024,29,PASS,P01
V0000417,K0385,2024-07-15,07:00,2024,29,PASS,P01
V0000418,K0086,2024-07-15,07:00,2024,29,PASS,P01
V0000419,K0469,2024-07-15,07:00,2024,29,PASS,P01
V0000420,K0705,2024-07-15,07:00,2024,29,PASS,P01
V0000421,K0505,2024-07-15,07:00,2024,29,PASS,P01
V0000422,K0741,2024-07-15,07:00,2024,29,PASS,P01
V0000423,K0041,2024-07-15,07:00,2024,29,PASS,P01
V0000424,K0145,2024-07-15,07:00,2024,29,PASS,P01
V0000425,K0110,2024-07-22,07:00,2024,30,PASS,P01
V0000426,K0343,2024-07-22,07:00,2024,30,PASS,P01
V0000427,K0080,2024-07-22,07:00,2024,30,PASS,P01
V0000428,K0201,2024-07-22,07:00,2024,30,PASS,P01
V0000429,K0857,2024-07-22,07:00,2024,30,PASS,P01
V0000430,K0579,2024-07-22,07:00,2024,30,PASS,P01
V0000431,K0467,2024-07-22,07:00,2024,30,PASS,P01
V0000432,K0433,2024-07-22,07:00,2024,30,PASS,P01
V0000433,K0863,2024-07-22,07:00,2024,30,PASS,P01
V0000434,K0705,2024-07-22,07:00,2024,30,PASS,P01
V0000435,K0145,2024-07-22,07:00,2024,30,PASS,P01
